Date,Travel Product,Sessions - This Year,Bookings - This Year,Revenue - This Year,Spend - This Year,Day of Month,Day of Week,Week,Month,Quarter,Year,Sessions - Last Year,Bookings - Last Year,Revenue - Last Year,Spend - Last Year,Category,Birst Category,GA Category
2018-07-26,Paid Search Brand,16013.0,92.0,257665.34,5194.990000000002,26,3,30,7,3,2018,15563.0,76.0,194532.17,4405.159999999999,Paid Search,Paid Search,Paid Search Brand
2017-07-28,Paid Search Brand,13382.0,61.0,162417.88,3333.7900000000013,28,4,30,7,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-07-27,Paid Search Brand,13266.0,92.0,232285.87999999995,4273.159999999999,27,4,30,7,3,2018,13382.0,61.0,162417.88,3333.7900000000013,Paid Search,Paid Search,Paid Search Brand
2017-07-29,Paid Search Brand,11442.0,72.0,198615.37000000005,2778.36,29,5,30,7,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-07-28,Paid Search Brand,11812.0,78.0,181806.80000000005,3436.98,28,5,30,7,3,2018,11442.0,72.0,198615.37000000005,2778.36,Paid Search,Paid Search,Paid Search Brand
2017-07-23,Paid Search Brand,14651.0,78.0,216459.13,3719.28,23,6,30,7,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-07-22,Paid Search Brand,16026.0,109.0,295075.5000000001,4987.019999999999,22,6,30,7,3,2018,14651.0,78.0,216459.13,3719.28,Paid Search,Paid Search,Paid Search Brand
2017-07-31,Paid Search Brand,15463.0,90.0,257929.04000000004,4043.8000000000025,31,0,31,7,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-07-30,Paid Search Brand,16657.0,75.0,181068.65,5590.199999999999,30,0,31,7,3,2018,15463.0,90.0,257929.04000000004,4043.8000000000025,Paid Search,Paid Search,Paid Search Brand
2017-08-01,Paid Search Brand,15774.0,115.0,300246.52,4286.719999999998,1,1,31,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-07-31,Paid Search Brand,16788.0,120.0,295632.86,5262.329999999998,31,1,31,7,3,2018,15774.0,115.0,300246.52,4286.719999999998,Paid Search,Paid Search,Paid Search Brand
2017-08-02,Paid Search Brand,15727.0,111.0,302165.98999999993,5418.5499999999965,2,2,31,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-01,Paid Search Brand,16244.0,123.0,332684.51,5368.329999999998,1,2,31,8,3,2018,15727.0,111.0,302165.98999999993,5418.5499999999965,Paid Search,Paid Search,Paid Search Brand
2017-08-03,Paid Search Brand,14244.0,94.0,248469.91000000003,4633.839999999995,3,3,31,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-02,Paid Search Brand,15587.0,85.0,223749.57000000007,5106.8600000000015,2,3,31,8,3,2018,14244.0,94.0,248469.91000000003,4633.839999999995,Paid Search,Paid Search,Paid Search Brand
2017-08-04,Paid Search Brand,12372.0,66.0,177771.16000000003,3842.33,4,4,31,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-03,Paid Search Brand,13118.0,80.0,216913.70000000007,4229.3600000000015,3,4,31,8,3,2018,12372.0,66.0,177771.16000000003,3842.33,Paid Search,Paid Search,Paid Search Brand
2017-08-05,Paid Search Brand,11275.0,81.0,213896.73000000004,3145.86,5,5,31,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-04,Paid Search Brand,11798.0,88.0,247668.15,3691.990000000002,4,5,31,8,3,2018,11275.0,81.0,213896.73000000004,3145.86,Paid Search,Paid Search,Paid Search Brand
2017-07-30,Paid Search Brand,13044.0,76.0,220105.55000000005,2974.300000000001,30,6,31,7,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-07-29,Paid Search Brand,14067.0,102.0,263356.33,4233.490000000002,29,6,31,7,3,2018,13044.0,76.0,220105.55000000005,2974.300000000001,Paid Search,Paid Search,Paid Search Brand
2017-08-07,Paid Search Brand,15414.0,95.0,244838.28,4860.549999999998,7,0,32,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-06,Paid Search Brand,16207.0,84.0,224428.71,5394.380000000003,6,0,32,8,3,2018,15414.0,95.0,244838.28,4860.549999999998,Paid Search,Paid Search,Paid Search Brand
2017-08-08,Paid Search Brand,15475.0,86.0,233653.47000000003,4627.159999999999,8,1,32,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-07,Paid Search Brand,16181.0,109.0,299702.55,5414.960000000001,7,1,32,8,3,2018,15475.0,86.0,233653.47000000003,4627.159999999999,Paid Search,Paid Search,Paid Search Brand
2017-08-09,Paid Search Brand,14426.0,89.0,256423.75000000003,3658.46,9,2,32,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-08,Paid Search Brand,15615.0,90.0,235173.29000000004,5422.490000000002,8,2,32,8,3,2018,14426.0,89.0,256423.75000000003,3658.46,Paid Search,Paid Search,Paid Search Brand
2017-08-10,Paid Search Brand,13435.0,77.0,211762.75000000003,3588.9899999999993,10,3,32,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-09,Paid Search Brand,14731.0,80.0,207656.37,4882.700000000002,9,3,32,8,3,2018,13435.0,77.0,211762.75000000003,3588.9899999999993,Paid Search,Paid Search,Paid Search Brand
2017-08-11,Paid Search Brand,12168.0,72.0,194073.05,3308.400000000001,11,4,32,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-10,Paid Search Brand,12503.0,82.0,178866.74000000005,4193.04,10,4,32,8,3,2018,12168.0,72.0,194073.05,3308.400000000001,Paid Search,Paid Search,Paid Search Brand
2017-08-12,Paid Search Brand,10484.0,62.0,162957.94000000006,2794.51,12,5,32,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-11,Paid Search Brand,12066.0,80.0,167323.25999999998,3751.55,11,5,32,8,3,2018,10484.0,62.0,162957.94000000006,2794.51,Paid Search,Paid Search,Paid Search Brand
2017-08-06,Paid Search Brand,12968.0,73.0,189333.71000000008,3648.380000000001,6,6,32,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-05,Paid Search Brand,13859.0,94.0,268228.23000000004,4203.0,5,6,32,8,3,2018,12968.0,73.0,189333.71000000008,3648.380000000001,Paid Search,Paid Search,Paid Search Brand
2017-08-14,Paid Search Brand,14068.0,72.0,191429.29000000004,4122.17,14,0,33,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-13,Paid Search Brand,15463.0,75.0,202930.87,5327.940000000001,13,0,33,8,3,2018,14068.0,72.0,191429.29000000004,4122.17,Paid Search,Paid Search,Paid Search Brand
2017-08-15,Paid Search Brand,14055.0,78.0,184537.35000000003,4150.959999999999,15,1,33,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-14,Paid Search Brand,15602.0,81.0,189452.88,5161.3899999999985,14,1,33,8,3,2018,14055.0,78.0,184537.35000000003,4150.959999999999,Paid Search,Paid Search,Paid Search Brand
2017-08-16,Paid Search Brand,13503.0,95.0,247920.86000000013,4016.179999999999,16,2,33,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-15,Paid Search Brand,15186.0,84.0,210066.63,5330.949999999999,15,2,33,8,3,2018,13503.0,95.0,247920.86000000013,4016.179999999999,Paid Search,Paid Search,Paid Search Brand
2017-08-17,Paid Search Brand,12761.0,84.0,221937.81000000008,3585.76,17,3,33,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-16,Paid Search Brand,14148.0,89.0,204197.56,5064.3499999999985,16,3,33,8,3,2018,12761.0,84.0,221937.81000000008,3585.76,Paid Search,Paid Search,Paid Search Brand
2017-08-18,Paid Search Brand,11336.0,67.0,158859.03,3279.940000000002,18,4,33,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-17,Paid Search Brand,12488.0,75.0,175989.83000000005,4304.56,17,4,33,8,3,2018,11336.0,67.0,158859.03,3279.940000000002,Paid Search,Paid Search,Paid Search Brand
2017-08-19,Paid Search Brand,9732.0,70.0,157281.48999999993,2471.300000000001,19,5,33,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-18,Paid Search Brand,11280.0,37.0,86372.25,3819.3,18,5,33,8,3,2018,9732.0,70.0,157281.48999999993,2471.300000000001,Paid Search,Paid Search,Paid Search Brand
2017-08-13,Paid Search Brand,12035.0,81.0,213937.94999999995,3149.1800000000017,13,6,33,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-12,Paid Search Brand,13735.0,79.0,205404.96,4218.710000000002,12,6,33,8,3,2018,12035.0,81.0,213937.94999999995,3149.1800000000017,Paid Search,Paid Search,Paid Search Brand
2017-08-21,Paid Search Brand,12422.0,85.0,229116.96,3919.980000000004,21,0,34,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-20,Paid Search Brand,14643.0,81.0,191053.91,5485.69,20,0,34,8,3,2018,12422.0,85.0,229116.96,3919.980000000004,Paid Search,Paid Search,Paid Search Brand
2017-08-22,Paid Search Brand,13818.0,69.0,174301.51,4233.86,22,1,34,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-21,Paid Search Brand,14814.0,80.0,190224.32,5008.330000000001,21,1,34,8,3,2018,13818.0,69.0,174301.51,4233.86,Paid Search,Paid Search,Paid Search Brand
2017-08-23,Paid Search Brand,13618.0,76.0,220993.71000000005,4411.61,23,2,34,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-22,Paid Search Brand,14572.0,93.0,223494.18,4905.149999999999,22,2,34,8,3,2018,13618.0,76.0,220993.71000000005,4411.61,Paid Search,Paid Search,Paid Search Brand
2017-08-24,Paid Search Brand,12540.0,67.0,164378.85000000006,3714.96,24,3,34,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-23,Paid Search Brand,13612.0,83.0,209535.02,4672.75,23,3,34,8,3,2018,12540.0,67.0,164378.85000000006,3714.96,Paid Search,Paid Search,Paid Search Brand
2017-08-25,Paid Search Brand,10443.0,52.0,125539.21,2993.800000000001,25,4,34,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-24,Paid Search Brand,11620.0,74.0,161303.00000000006,3882.630000000001,24,4,34,8,3,2018,10443.0,52.0,125539.21,2993.800000000001,Paid Search,Paid Search,Paid Search Brand
2017-08-26,Paid Search Brand,8807.0,65.0,176813.21000000005,2236.190000000001,26,5,34,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-25,Paid Search Brand,10343.0,52.0,137739.44,3092.970000000001,25,5,34,8,3,2018,8807.0,65.0,176813.21000000005,2236.190000000001,Paid Search,Paid Search,Paid Search Brand
2017-08-20,Paid Search Brand,11405.0,82.0,224403.44000000012,3080.819999999999,20,6,34,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-19,Paid Search Brand,13923.0,105.0,260816.32000000004,4387.279999999999,19,6,34,8,3,2018,11405.0,82.0,224403.44000000012,3080.819999999999,Paid Search,Paid Search,Paid Search Brand
2017-08-28,Paid Search Brand,12111.0,53.0,134200.21,3394.630000000001,28,0,35,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-27,Paid Search Brand,14450.0,60.0,164593.97999999998,5105.170000000005,27,0,35,8,3,2018,12111.0,53.0,134200.21,3394.630000000001,Paid Search,Paid Search,Paid Search Brand
2017-08-29,Paid Search Brand,12020.0,59.0,174851.49,3445.5500000000025,29,1,35,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-28,Paid Search Brand,14568.0,102.0,237640.28,5089.700000000002,28,1,35,8,3,2018,12020.0,59.0,174851.49,3445.5500000000025,Paid Search,Paid Search,Paid Search Brand
2017-08-30,Paid Search Brand,11100.0,63.0,164515.55,3031.64,30,2,35,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-29,Paid Search Brand,13592.0,75.0,197083.98,4623.529999999999,29,2,35,8,3,2018,11100.0,63.0,164515.55,3031.64,Paid Search,Paid Search,Paid Search Brand
2017-08-31,Paid Search Brand,10243.0,54.0,158470.43,2905.1500000000005,31,3,35,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-30,Paid Search Brand,12077.0,61.0,134870.83000000002,4764.690000000001,30,3,35,8,3,2018,10243.0,54.0,158470.43,2905.1500000000005,Paid Search,Paid Search,Paid Search Brand
2017-09-01,Paid Search Brand,8775.0,36.0,90539.64,2325.11,1,4,35,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-31,Paid Search Brand,10574.0,67.0,151431.81,3717.700000000001,31,4,35,8,3,2018,8775.0,36.0,90539.64,2325.11,Paid Search,Paid Search,Paid Search Brand
2017-09-02,Paid Search Brand,8178.0,47.0,136350.58999999994,2201.4000000000005,2,5,35,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-01,Paid Search Brand,9437.0,63.0,151001.97,2756.17,1,5,35,9,3,2018,8178.0,47.0,136350.58999999994,2201.4000000000005,Paid Search,Paid Search,Paid Search Brand
2017-08-27,Paid Search Brand,10324.0,58.0,159859.60999999993,2755.2300000000014,27,6,35,8,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-08-26,Paid Search Brand,12947.0,61.0,168458.40999999995,4219.630000000001,26,6,35,8,3,2018,10324.0,58.0,159859.60999999993,2755.2300000000014,Paid Search,Paid Search,Paid Search Brand
2017-09-04,Paid Search Brand,10573.0,49.0,130301.82,2673.4199999999983,4,0,36,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-03,Paid Search Brand,13475.0,82.0,216198.82,3970.31,3,0,36,9,3,2018,10573.0,49.0,130301.82,2673.4199999999983,Paid Search,Paid Search,Paid Search Brand
2017-09-05,Paid Search Brand,10498.0,47.0,137090.21,3013.640000000003,5,1,36,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-04,Paid Search Brand,13158.0,61.0,163872.03999999998,4066.39,4,1,36,9,3,2018,10498.0,47.0,137090.21,3013.640000000003,Paid Search,Paid Search,Paid Search Brand
2017-09-06,Paid Search Brand,9812.0,50.0,147905.83000000002,2730.44,6,2,36,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-05,Paid Search Brand,12799.0,72.0,184225.56,4174.08,5,2,36,9,3,2018,9812.0,50.0,147905.83000000002,2730.44,Paid Search,Paid Search,Paid Search Brand
2017-09-07,Paid Search Brand,8998.0,48.0,133764.21999999994,2634.909999999999,7,3,36,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-06,Paid Search Brand,11855.0,61.0,149380.94,3847.759999999999,6,3,36,9,3,2018,8998.0,48.0,133764.21999999994,2634.909999999999,Paid Search,Paid Search,Paid Search Brand
2017-09-08,Paid Search Brand,7052.0,40.0,108460.04,1935.78,8,4,36,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-07,Paid Search Brand,10352.0,54.0,129336.61000000002,3276.100000000001,7,4,36,9,3,2018,7052.0,40.0,108460.04,1935.78,Paid Search,Paid Search,Paid Search Brand
2017-09-09,Paid Search Brand,6210.0,27.0,86926.53,1499.63,9,5,36,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-08,Paid Search Brand,10132.0,52.0,148999.25,3006.779999999999,8,5,36,9,3,2018,6210.0,27.0,86926.53,1499.63,Paid Search,Paid Search,Paid Search Brand
2017-09-03,Paid Search Brand,9003.0,53.0,168697.83000000002,2262.96,3,6,36,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-02,Paid Search Brand,10524.0,64.0,166331.55000000002,3108.839999999999,2,6,36,9,3,2018,9003.0,53.0,168697.83000000002,2262.96,Paid Search,Paid Search,Paid Search Brand
2017-09-11,Paid Search Brand,8735.0,58.0,157316.79000000007,2391.2400000000007,11,0,37,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-10,Paid Search Brand,12997.0,56.0,134325.87000000002,4033.2,10,0,37,9,3,2018,8735.0,58.0,157316.79000000007,2391.2400000000007,Paid Search,Paid Search,Paid Search Brand
2017-09-12,Paid Search Brand,9395.0,56.0,172812.06999999995,2725.090000000001,12,1,37,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-11,Paid Search Brand,12804.0,79.0,194427.16000000003,3902.470000000001,11,1,37,9,3,2018,9395.0,56.0,172812.06999999995,2725.090000000001,Paid Search,Paid Search,Paid Search Brand
2017-09-13,Paid Search Brand,9729.0,58.0,145349.02000000002,2599.1599999999994,13,2,37,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-12,Paid Search Brand,12782.0,86.0,214166.49,3742.110000000001,12,2,37,9,3,2018,9729.0,58.0,145349.02000000002,2599.1599999999994,Paid Search,Paid Search,Paid Search Brand
2017-09-14,Paid Search Brand,9076.0,61.0,179488.34,2395.83,14,3,37,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-13,Paid Search Brand,12001.0,62.0,174724.19999999998,3733.71,13,3,37,9,3,2018,9076.0,61.0,179488.34,2395.83,Paid Search,Paid Search,Paid Search Brand
2017-09-15,Paid Search Brand,7899.0,56.0,152015.08,2285.0600000000004,15,4,37,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-14,Paid Search Brand,10430.0,59.0,124043.4,3467.3599999999988,14,4,37,9,3,2018,7899.0,56.0,152015.08,2285.0600000000004,Paid Search,Paid Search,Paid Search Brand
2017-09-16,Paid Search Brand,6886.0,57.0,166903.75999999998,1739.5300000000007,16,5,37,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-15,Paid Search Brand,9881.0,66.0,166273.01,3191.259999999999,15,5,37,9,3,2018,6886.0,57.0,166903.75999999998,1739.5300000000007,Paid Search,Paid Search,Paid Search Brand
2017-09-10,Paid Search Brand,7239.0,30.0,79393.97,1891.2100000000007,10,6,37,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-09,Paid Search Brand,12442.0,74.0,225626.7,3381.23,9,6,37,9,3,2018,7239.0,30.0,79393.97,1891.2100000000007,Paid Search,Paid Search,Paid Search Brand
2017-09-18,Paid Search Brand,10274.0,57.0,163452.04,2755.2100000000014,18,0,38,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-17,Paid Search Brand,13564.0,87.0,238088.38,4374.059999999997,17,0,38,9,3,2018,10274.0,57.0,163452.04,2755.2100000000014,Paid Search,Paid Search,Paid Search Brand
2017-09-19,Paid Search Brand,9812.0,55.0,171815.7,2620.760000000001,19,1,38,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-18,Paid Search Brand,14195.0,97.0,268106.4,4679.05,18,1,38,9,3,2018,9812.0,55.0,171815.7,2620.760000000001,Paid Search,Paid Search,Paid Search Brand
2017-09-20,Paid Search Brand,9243.0,55.0,149082.96,2576.46,20,2,38,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-19,Paid Search Brand,14231.0,108.0,270193.15,4513.64,19,2,38,9,3,2018,9243.0,55.0,149082.96,2576.46,Paid Search,Paid Search,Paid Search Brand
2017-09-21,Paid Search Brand,8738.0,51.0,140904.25999999998,2571.3199999999993,21,3,38,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-20,Paid Search Brand,12909.0,78.0,192137.44,3915.3799999999987,20,3,38,9,3,2018,8738.0,51.0,140904.25999999998,2571.3199999999993,Paid Search,Paid Search,Paid Search Brand
2017-09-22,Paid Search Brand,7124.0,38.0,88061.83,2300.620000000001,22,4,38,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-21,Paid Search Brand,11267.0,72.0,172414.89,3494.78,21,4,38,9,3,2018,7124.0,38.0,88061.83,2300.620000000001,Paid Search,Paid Search,Paid Search Brand
2017-09-23,Paid Search Brand,6198.0,43.0,107675.0,1655.2099999999991,23,5,38,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-22,Paid Search Brand,9596.0,61.0,150880.84,2967.1399999999994,22,5,38,9,3,2018,6198.0,43.0,107675.0,1655.2099999999991,Paid Search,Paid Search,Paid Search Brand
2017-09-17,Paid Search Brand,8568.0,63.0,175401.43000000005,2275.19,17,6,38,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-16,Paid Search Brand,12456.0,61.0,166495.88,3616.88,16,6,38,9,3,2018,8568.0,63.0,175401.43000000005,2275.19,Paid Search,Paid Search,Paid Search Brand
2017-09-25,Paid Search Brand,9134.0,40.0,113650.48,3048.180000000001,25,0,39,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-24,Paid Search Brand,12603.0,58.0,153664.81,4200.330000000003,24,0,39,9,3,2018,9134.0,40.0,113650.48,3048.180000000001,Paid Search,Paid Search,Paid Search Brand
2017-09-26,Paid Search Brand,9611.0,57.0,159896.93000000005,3379.430000000001,26,1,39,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-25,Paid Search Brand,12651.0,72.0,185912.0,4560.660000000002,25,1,39,9,3,2018,9611.0,57.0,159896.93000000005,3379.430000000001,Paid Search,Paid Search,Paid Search Brand
2017-09-27,Paid Search Brand,9059.0,55.0,137212.81,2728.04,27,2,39,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-26,Paid Search Brand,13171.0,101.0,252517.82,4574.19,26,2,39,9,3,2018,9059.0,55.0,137212.81,2728.04,Paid Search,Paid Search,Paid Search Brand
2017-09-28,Paid Search Brand,7852.0,62.0,161286.11000000004,3115.510000000001,28,3,39,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-27,Paid Search Brand,12065.0,73.0,188932.18,3923.04,27,3,39,9,3,2018,7852.0,62.0,161286.11000000004,3115.510000000001,Paid Search,Paid Search,Paid Search Brand
2017-09-29,Paid Search Brand,7171.0,47.0,113619.97000000002,2162.49,29,4,39,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-28,Paid Search Brand,10153.0,77.0,197590.15999999997,3397.8500000000013,28,4,39,9,3,2018,7171.0,47.0,113619.97000000002,2162.49,Paid Search,Paid Search,Paid Search Brand
2017-09-30,Paid Search Brand,6457.0,42.0,136392.33,1893.32,30,5,39,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-29,Paid Search Brand,9281.0,70.0,182096.56,2886.57,29,5,39,9,3,2018,6457.0,42.0,136392.33,1893.32,Paid Search,Paid Search,Paid Search Brand
2017-09-24,Paid Search Brand,7918.0,45.0,143093.02999999994,2380.9300000000007,24,6,39,9,3,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-23,Paid Search Brand,12779.0,75.0,211058.38,3662.1499999999983,23,6,39,9,3,2018,7918.0,45.0,143093.02999999994,2380.9300000000007,Paid Search,Paid Search,Paid Search Brand
2017-10-02,Paid Search Brand,8320.0,51.0,165764.94999999998,2492.1500000000005,2,0,40,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-01,Paid Search Brand,12722.0,83.0,221292.33000000005,4712.770000000002,1,0,40,10,4,2018,8320.0,51.0,165764.94999999998,2492.1500000000005,Paid Search,Paid Search,Paid Search Brand
2017-10-03,Paid Search Brand,8875.0,55.0,149743.96,2792.46,3,1,40,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-02,Paid Search Brand,13581.0,85.0,258183.78000000012,4937.369999999998,2,1,40,10,4,2018,8875.0,55.0,149743.96,2792.46,Paid Search,Paid Search,Paid Search Brand
2017-10-04,Paid Search Brand,9039.0,50.0,124830.28,1963.2699999999993,4,2,40,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-03,Paid Search Brand,12834.0,72.0,202858.43,4631.730000000001,3,2,40,10,4,2018,9039.0,50.0,124830.28,1963.2699999999993,Paid Search,Paid Search,Paid Search Brand
2017-10-05,Paid Search Brand,8580.0,44.0,99268.49,2452.15,5,3,40,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-04,Paid Search Brand,11891.0,66.0,168977.46,4532.3200000000015,4,3,40,10,4,2018,8580.0,44.0,99268.49,2452.15,Paid Search,Paid Search,Paid Search Brand
2017-10-06,Paid Search Brand,7479.0,33.0,87359.80999999997,2403.07,6,4,40,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-05,Paid Search Brand,10124.0,63.0,159152.05,3830.700000000001,5,4,40,10,4,2018,7479.0,33.0,87359.80999999997,2403.07,Paid Search,Paid Search,Paid Search Brand
2017-10-07,Paid Search Brand,7065.0,33.0,104581.35,2000.6299999999994,7,5,40,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-06,Paid Search Brand,9279.0,48.0,127225.80000000002,2988.45,6,5,40,10,4,2018,7065.0,33.0,104581.35,2000.6299999999994,Paid Search,Paid Search,Paid Search Brand
2017-10-01,Paid Search Brand,7939.0,55.0,156570.91000000006,2318.590000000002,1,6,40,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-09-30,Paid Search Brand,11644.0,70.0,178007.65000000005,3658.700000000001,30,6,40,9,3,2018,7939.0,55.0,156570.91000000006,2318.590000000002,Paid Search,Paid Search,Paid Search Brand
2017-10-09,Paid Search Brand,10312.0,41.0,107766.0,3146.9800000000005,9,0,41,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-08,Paid Search Brand,13507.0,74.0,208942.55,4688.590000000001,8,0,41,10,4,2018,10312.0,41.0,107766.0,3146.9800000000005,Paid Search,Paid Search,Paid Search Brand
2017-10-10,Paid Search Brand,10043.0,58.0,180678.63,3183.07,10,1,41,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-09,Paid Search Brand,13271.0,62.0,167490.45,4423.1799999999985,9,1,41,10,4,2018,10043.0,58.0,180678.63,3183.07,Paid Search,Paid Search,Paid Search Brand
2017-10-11,Paid Search Brand,9824.0,51.0,129707.18,3131.6600000000008,11,2,41,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-10,Paid Search Brand,12146.0,78.0,193909.33,4243.529999999999,10,2,41,10,4,2018,9824.0,51.0,129707.18,3131.6600000000008,Paid Search,Paid Search,Paid Search Brand
2017-10-12,Paid Search Brand,9267.0,66.0,215347.84,2931.34,12,3,41,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-11,Paid Search Brand,11929.0,75.0,212289.28,3955.719999999999,11,3,41,10,4,2018,9267.0,66.0,215347.84,2931.34,Paid Search,Paid Search,Paid Search Brand
2017-10-13,Paid Search Brand,7604.0,52.0,137540.90999999995,2401.9900000000007,13,4,41,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-12,Paid Search Brand,9957.0,51.0,132564.74,3296.0099999999993,12,4,41,10,4,2018,7604.0,52.0,137540.90999999995,2401.9900000000007,Paid Search,Paid Search,Paid Search Brand
2017-10-14,Paid Search Brand,7361.0,63.0,163444.19,2184.77,14,5,41,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-13,Paid Search Brand,9738.0,67.0,190239.02,3124.7300000000005,13,5,41,10,4,2018,7361.0,63.0,163444.19,2184.77,Paid Search,Paid Search,Paid Search Brand
2017-10-08,Paid Search Brand,8795.0,50.0,142435.52000000002,2427.11,8,6,41,10,4,2017,,,,,Paid Search,Paid Search,Paid Search Brand
2018-10-07,Paid Search Brand,11385.0,73.0,225552.85,3747.64,7,6,41,10,4,2018,8795.0,50.0,142435.52000000002,2427.11,Paid Search,Paid Search,Paid Search Brand
