Date,Travel Product,Sessions - This Year,Bookings - This Year,Revenue - This Year,Spend - This Year,Day of Month,Day of Week,Week,Month,Quarter,Year,Sessions - Last Year,Bookings - Last Year,Revenue - Last Year,Spend - Last Year,Category,Birst Category,GA Category
2017-09-30,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,30,5,39,9,3,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-09-29,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,29,5,39,9,3,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-09-24,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,24,6,39,9,3,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-09-23,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,23,6,39,9,3,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-02,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,2,0,40,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-01,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,1,0,40,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-03,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,3,1,40,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-02,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,2,1,40,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-04,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,4,2,40,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-03,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,3,2,40,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-05,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,5,3,40,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-04,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,4,3,40,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-06,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,6,4,40,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-05,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,5,4,40,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-07,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,7,5,40,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-06,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,6,5,40,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-01,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,1,6,40,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-09-30,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,30,6,40,9,3,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-09,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,9,0,41,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-08,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,8,0,41,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-10,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,10,1,41,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-09,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,9,1,41,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-11,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,11,2,41,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-10,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,10,2,41,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-12,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,12,3,41,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-11,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,11,3,41,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-13,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,13,4,41,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-12,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,12,4,41,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-14,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,14,5,41,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-13,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,13,5,41,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-08,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,8,6,41,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-07,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,7,6,41,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-16,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,16,0,42,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-15,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,15,0,42,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-17,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,17,1,42,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-16,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,16,1,42,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-18,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,18,2,42,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-17,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,17,2,42,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-19,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,19,3,42,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-18,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,18,3,42,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-20,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,20,4,42,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-19,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,19,4,42,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-21,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,21,5,42,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-20,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,20,5,42,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-15,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,15,6,42,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-14,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,14,6,42,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-23,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,23,0,43,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-22,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,22,0,43,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-24,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,24,1,43,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-23,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,23,1,43,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-25,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,25,2,43,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-24,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,24,2,43,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-26,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,26,3,43,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-25,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,25,3,43,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-27,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,27,4,43,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-26,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,26,4,43,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-28,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,28,5,43,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-27,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,27,5,43,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-22,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,22,6,43,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-21,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,21,6,43,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-30,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,30,0,44,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-29,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,29,0,44,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-31,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,31,1,44,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-30,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,30,1,44,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-01,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,1,2,44,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-31,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,31,2,44,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-02,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,2,3,44,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-01,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,1,3,44,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-03,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,3,4,44,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-02,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,2,4,44,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-04,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,4,5,44,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-03,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,3,5,44,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-10-29,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,29,6,44,10,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-10-28,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,28,6,44,10,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-06,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,6,0,45,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-05,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,5,0,45,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-07,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,7,1,45,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-06,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,6,1,45,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-08,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,8,2,45,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-07,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,7,2,45,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-09,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,9,3,45,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-08,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,8,3,45,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-10,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,10,4,45,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-09,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,9,4,45,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-11,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,11,5,45,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-10,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,10,5,45,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-05,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,5,6,45,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-04,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,4,6,45,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-13,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,13,0,46,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-12,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,12,0,46,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-14,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,14,1,46,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-13,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,13,1,46,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-15,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,15,2,46,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-14,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,14,2,46,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-16,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,16,3,46,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-15,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,15,3,46,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-17,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,17,4,46,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-16,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,16,4,46,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-18,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,18,5,46,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-17,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,17,5,46,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-12,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,12,6,46,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-11,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,11,6,46,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-20,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,20,0,47,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-19,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,19,0,47,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-21,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,21,1,47,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-20,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,20,1,47,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-22,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,22,2,47,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-21,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,21,2,47,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-23,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,23,3,47,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-22,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,22,3,47,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-24,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,24,4,47,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-23,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,23,4,47,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-25,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,25,5,47,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-24,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,24,5,47,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-19,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,19,6,47,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-18,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,18,6,47,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-27,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,27,0,48,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-26,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,26,0,48,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-28,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,28,1,48,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-27,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,27,1,48,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-29,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,29,2,48,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-28,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,28,2,48,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-30,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,30,3,48,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-29,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,29,3,48,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-01,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,1,4,48,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-30,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,30,4,48,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-02,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,2,5,48,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-01,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,1,5,48,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-11-26,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,26,6,48,11,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-11-25,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,25,6,48,11,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-04,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,4,0,49,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-03,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,3,0,49,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-05,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,5,1,49,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-04,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,4,1,49,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-06,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,6,2,49,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-05,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,5,2,49,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-07,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,7,3,49,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-06,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,6,3,49,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-08,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,8,4,49,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-07,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,7,4,49,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-09,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,9,5,49,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-08,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,8,5,49,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-03,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,3,6,49,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-02,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,2,6,49,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-11,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,11,0,50,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-10,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,10,0,50,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-12,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,12,1,50,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-11,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,11,1,50,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-13,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,13,2,50,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-12,Kayak Comparestrip Modal,17.0,0.0,0.0,27.9,12,2,50,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2017-12-14,Kayak Comparestrip Modal,0.0,0.0,0.0,0.0,14,3,50,12,4,2017,,,,,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
2018-12-13,Kayak Comparestrip Modal,14.0,0.0,0.0,29.45,13,3,50,12,4,2018,0.0,0.0,0.0,0.0,Metasearch and Travel Ads,Travel,MetaSearch and Travel Ads
